"site","sampling_unit_new","Riqueza","Shannon","Simpson","Abundancia"
"valencia","valencia_scrub_2022_hyper_T41_2",2,1.15315984697923,1.06659267480577,31
"valencia","valencia_scrub_2022_hyper_T41_3",5,4.15345812788728,3.78125,22
"valencia","valencia_scrub_2022_hyper_T42_1",5,3.89322047476173,3.125,10
"valencia","valencia_scrub_2022_hyper_T42_2",1,1,1,5
"valencia","valencia_scrub_2022_hyper_T42_3",4,2.68627163867871,2.06422018348624,15
"valencia","valencia_scrub_2022_hyper_T43_1",4,3.69688017169954,3.50485436893204,19
"valencia","valencia_scrub_2022_hyper_T43_2",2,1.69100211307349,1.51928783382789,32
"valencia","valencia_scrub_2022_hyper_T43_3",3,2.4782069486465,2.12280701754386,11
"valencia","valencia_scrub_2022_hyper_T44_1",4,2.68581028636753,2.08670520231214,38
"valencia","valencia_scrub_2022_hyper_T44_2",5,4.42969931918413,4.11184210526316,50
"valencia","valencia_scrub_2022_hyper_T44_3",2,1.73787764154912,1.57786116322702,29
"valencia","valencia_scrub_2022_hyper_T58_1",5,4.53829418154616,4.23529411764706,24
"valencia","valencia_scrub_2022_hyper_T58_2",4,3.6375755182318,3.32704402515723,23
"valencia","valencia_scrub_2022_hyper_T58_3",7,3.13025024041554,2,36
"valencia","valencia_scrub_2022_hyper_T59_1",6,3.96278149134483,3.24719101123596,34
"valencia","valencia_scrub_2022_hyper_T59_2",4,3.63589398742314,3.3719298245614,31
"valencia","valencia_scrub_2022_hyper_T59_3",4,3.26083454126127,2.89265536723164,32
"valencia","valencia_scrub_2022_hyper_T60_1",3,2.45502514409486,2.25333333333333,13
"valencia","valencia_scrub_2022_hyper_T60_2",5,2.57240993870952,1.85781990521327,28
"valencia","valencia_scrub_2022_hyper_T60_3",3,1.94115845282576,1.67932067932068,41
