"site","habitat","treatment","plot","sampling_unit","year","date","variable_type","variable_name","level","valor","units","comments","author_code"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.425,NA,NA,"141CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",28.993,NA,NA,"141CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.281,NA,NA,"141CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",31.924,NA,NA,"142QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.259,NA,NA,"142QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",19.84,NA,NA,"142QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.354,NA,NA,"142QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",27.612,NA,NA,"148QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.288,NA,NA,"148QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",13.728,NA,NA,"148QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.557,NA,NA,"148QI"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",35.659,NA,NA,"289CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.271,NA,NA,"289CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",32.262,NA,NA,"289CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.257,NA,NA,"289CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",35.71,NA,NA,"121CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.297,NA,NA,"121CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",30.935,NA,NA,"121CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.24,NA,NA,"121CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",37.586,NA,NA,"119CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.283,NA,NA,"119CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",32.285,NA,NA,"119CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.25,NA,NA,"119CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",34.404,NA,NA,"123CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.273,NA,NA,"123CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",28.656,NA,NA,"123CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.266,NA,NA,"123CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",29.917,NA,NA,"115QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.316,NA,NA,"115QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",NA,NA,NA,"115QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",NA,NA,NA,"115QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",25.258,NA,NA,"5CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.342,NA,NA,"5CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",22.196,NA,NA,"5CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.287,NA,NA,"5CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",33.897,NA,NA,"3CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.29,NA,NA,"3CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",25.908,NA,NA,"3CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.263,NA,NA,"3CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",23.593,NA,NA,"97QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.259,NA,NA,"97QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",15.135,NA,NA,"97QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.351,NA,NA,"97QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",32.99,NA,NA,"103QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.238,NA,NA,"103QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",18.427,NA,NA,"103QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.546,NA,NA,"103QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",34.43,NA,NA,"108CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.302,NA,NA,"108CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",30.279,NA,NA,"108CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.24,NA,NA,"108CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",35.181,NA,NA,"158QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.297,NA,NA,"158QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",15.089,NA,NA,"158QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.772,NA,NA,"158QI"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",28.206,NA,NA,"274CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.335,NA,NA,"274CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",32.121,NA,NA,"274CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.254,NA,NA,"274CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",28.515,NA,NA,"176CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.359,NA,NA,"176CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",32.673,NA,NA,"176CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.266,NA,NA,"176CL"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",35.274,NA,NA,"178QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.252,NA,NA,"178QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",17.167,NA,NA,"178QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.527,NA,NA,"178QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",35.483,NA,NA,"179QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.231,NA,NA,"179QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",17.267,NA,NA,"179QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.317,NA,NA,"179QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",44.104,NA,NA,"177QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.215,NA,NA,"177QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",19.301,NA,NA,"177QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.401,NA,NA,"177QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",28.469,NA,NA,"175QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.257,NA,NA,"175QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",17.426,NA,NA,"175QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.781,NA,NA,"175QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",26.274,NA,NA,"182QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.298,NA,NA,"182QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",14.083,NA,NA,"182QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.45,NA,NA,"182QI"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",22.377,NA,NA,"184CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.456,NA,NA,"184CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",30.517,NA,NA,"184CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.273,NA,NA,"184CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",29.088,NA,NA,"463CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.338,NA,NA,"463CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",38.409,NA,NA,"463CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.237,NA,NA,"463CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",45.887,NA,NA,"301CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.255,NA,NA,"301CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",34.943,NA,NA,"301CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.24,NA,NA,"301CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",17.507,NA,NA,"350CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.354,NA,NA,"350CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",29.088,NA,NA,"350CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.338,NA,NA,"350CL"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",30.354,NA,NA,"187QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.24,NA,NA,"187QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",17.507,NA,NA,"187QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.354,NA,NA,"187QI"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",18.065,NA,NA,"256CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.355,NA,NA,"256CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",30.354,NA,NA,"256CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.24,NA,NA,"256CL"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",35.038,NA,NA,"190QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.268,NA,NA,"190QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",18.065,NA,NA,"190QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.355,NA,NA,"190QI"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",14.15,NA,NA,"255CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.521,NA,NA,"255CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",35.038,NA,NA,"255CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.268,NA,NA,"255CL"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",35.05,NA,NA,"189QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.271,NA,NA,"189QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",14.15,NA,NA,"189QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.521,NA,NA,"189QI"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",34.585,NA,NA,"259CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.252,NA,NA,"259CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",35.05,NA,NA,"259CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.271,NA,NA,"259CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",35.923,NA,NA,"172CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.26,NA,NA,"172CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",34.585,NA,NA,"172CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.252,NA,NA,"172CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",12.769,NA,NA,"269CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.713,NA,NA,"269CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",35.923,NA,NA,"269CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.26,NA,NA,"269CL"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",24.491,NA,NA,"171QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.364,NA,NA,"171QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",12.769,NA,NA,"171QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.713,NA,NA,"171QI"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",15.706,NA,NA,"268CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.452,NA,NA,"268CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",24.491,NA,NA,"268CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.364,NA,NA,"268CL"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",21.332,NA,NA,"166QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.317,NA,NA,"166QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",15.706,NA,NA,"166QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.452,NA,NA,"166QI"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",13.186,NA,NA,"362CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.556,NA,NA,"362CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",21.332,NA,NA,"362CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.317,NA,NA,"362CL"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",23.601,NA,NA,"168QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.314,NA,NA,"168QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",13.186,NA,NA,"168QI"
"toledo",NA,"high",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.556,NA,NA,"168QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",36.793,NA,NA,"161QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.206,NA,NA,"161QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",13.8,NA,NA,"161QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.393,NA,NA,"161QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",42.745,NA,NA,"160QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.208,NA,NA,"160QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",12.555,NA,NA,"160QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.592,NA,NA,"160QI"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",14.1,NA,NA,"358CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.514,NA,NA,"358CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",42.745,NA,NA,"358CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.208,NA,NA,"358CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",43.094,NA,NA,"159QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.233,NA,NA,"159QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",14.1,NA,NA,"159QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.514,NA,NA,"159QI"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",28.912,NA,NA,"279CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.316,NA,NA,"279CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",29.818,NA,NA,"279CL"
"toledo",NA,"high",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.288,NA,NA,"279CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",38.797,NA,NA,"157QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.286,NA,NA,"157QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",18.435,NA,NA,"157QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.595,NA,NA,"157QI"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",16.716,NA,NA,"235CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.31,NA,NA,"235CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",38.797,NA,NA,"235CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.286,NA,NA,"235CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",39.924,NA,NA,"156QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.199,NA,NA,"156QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",16.716,NA,NA,"156QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.31,NA,NA,"156QI"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",15.024,NA,NA,"234CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.68,NA,NA,"234CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",39.924,NA,NA,"234CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.199,NA,NA,"234CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",32.037,NA,NA,"155QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.259,NA,NA,"155QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",15.024,NA,NA,"155QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.68,NA,NA,"155QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",31.282,NA,NA,"154QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.22,NA,NA,"154QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",12.892,NA,NA,"154QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.462,NA,NA,"154QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",25.964,NA,NA,"153QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.258,NA,NA,"153QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",14.113,NA,NA,"153QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.453,NA,NA,"153QI"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",38.163,NA,NA,"242CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.193,NA,NA,"242CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",17.237,NA,NA,"242CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.324,NA,NA,"242CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","old_leave",38.163,NA,NA,"76QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","old_leave",0.193,NA,NA,"76QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","clorofila","new_leave",17.237,NA,NA,"76QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Quercus_ilex","antocianina","new_leave",0.324,NA,NA,"76QI"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",30.027,NA,NA,"69CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.322,NA,NA,"69CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",21.547,NA,NA,"69CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.307,NA,NA,"69CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",26.762,NA,NA,"64CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.349,NA,NA,"64CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",32.225,NA,NA,"64CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.277,NA,NA,"64CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",36.017,NA,NA,"253CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.234,NA,NA,"253CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",26.762,NA,NA,"253CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.349,NA,NA,"253CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",30.54,NA,NA,"66CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.327,NA,NA,"66CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",36.017,NA,NA,"66CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.234,NA,NA,"66CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",34.283,NA,NA,"352CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","old_leave",0.24,NA,NA,"352CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","new_leave",30.54,NA,NA,"352CL"
"toledo",NA,"control",NA,NA,2022,NA,"Cistus_ladanifer","antocianina","new_leave",0.327,NA,NA,"352CL"
"toledo",NA,"hyper",NA,NA,2022,NA,"Cistus_ladanifer","clorofila","old_leave",33.425,NA,NA,"59CL"
