"site","habitat","treatment","plot","sampling_unit","year","date","variable_type","variable_name","level","observation","units","comments","author_code"
"toledo",NA,"control",NA,"419","2022","2022_06_07","fuego","mean_MLR","quercus_ilex",0.124403323657709,"Mass Lost Rate (g/s)",NA,NA
"toledo",NA,"control",NA,"430","2022","2022_06_07","fuego","FMC","quercus_ilex",88.6,"Fuel Moisture Content (%)",NA,NA
"toledo",NA,"control",NA,"430","2022","2022_06_07","fuego","PHRR","quercus_ilex",97.8513941354506,"Peak of Heat Release Rate (KW/m²)",NA,NA
"toledo",NA,"control",NA,"430","2022","2022_06_07","fuego","TTI","quercus_ilex",14,"Time to Ignition (s)",NA,NA
"toledo",NA,"control",NA,"430","2022","2022_06_07","fuego","mean_HRR","quercus_ilex",74.1478607683325,"Heat Release Ratio (KW/m²)",NA,NA
"toledo",NA,"control",NA,"430","2022","2022_06_07","fuego","AEHC","quercus_ilex",4.36299004499824,"Average Effective Heat of Combustion (MJ/kg)",NA,NA
"toledo",NA,"control",NA,"430","2022","2022_06_07","fuego","THR","quercus_ilex",2.03933167810119,"Total Heat Release (MJ/m²)",NA,NA
"toledo",NA,"control",NA,"430","2022","2022_06_07","fuego","mean_MLR","quercus_ilex",0.172984924107143,"Mass Lost Rate (g/s)",NA,NA
"toledo",NA,"control",NA,"417","2022","2022_06_07","fuego","FMC","quercus_ilex",76.45,"Fuel Moisture Content (%)",NA,NA
"toledo",NA,"control",NA,"417","2022","2022_06_07","fuego","PHRR","quercus_ilex",139.81374980458,"Peak of Heat Release Rate (KW/m²)",NA,NA
"toledo",NA,"control",NA,"417","2022","2022_06_07","fuego","TTI","quercus_ilex",60,"Time to Ignition (s)",NA,NA
"toledo",NA,"control",NA,"417","2022","2022_06_07","fuego","mean_HRR","quercus_ilex",116.237601832738,"Heat Release Ratio (KW/m²)",NA,NA
"toledo",NA,"control",NA,"417","2022","2022_06_07","fuego","AEHC","quercus_ilex",6.19424241705158,"Average Effective Heat of Combustion (MJ/kg)",NA,NA
"toledo",NA,"control",NA,"417","2022","2022_06_07","fuego","THR","quercus_ilex",6.97425610996425,"Total Heat Release (MJ/m²)",NA,NA
"toledo",NA,"control",NA,"417","2022","2022_06_07","fuego","mean_MLR","quercus_ilex",0.189258954861111,"Mass Lost Rate (g/s)",NA,NA
"toledo",NA,"control",NA,"269","2022","2022_06_07","fuego","FMC","cistus_ladanifer",108.1,"Fuel Moisture Content (%)",NA,NA
"toledo",NA,"control",NA,"269","2022","2022_06_07","fuego","PHRR","cistus_ladanifer",109.161071675408,"Peak of Heat Release Rate (KW/m²)",NA,NA
"toledo",NA,"control",NA,"269","2022","2022_06_07","fuego","TTI","cistus_ladanifer",64,"Time to Ignition (s)",NA,NA
"toledo",NA,"control",NA,"269","2022","2022_06_07","fuego","mean_HRR","cistus_ladanifer",75.6325338434163,"Heat Release Ratio (KW/m²)",NA,NA
"toledo",NA,"control",NA,"269","2022","2022_06_07","fuego","AEHC","cistus_ladanifer",9.82590928437656,"Average Effective Heat of Combustion (MJ/kg)",NA,NA
"toledo",NA,"control",NA,"269","2022","2022_06_07","fuego","THR","cistus_ladanifer",6.47629354897702,"Total Heat Release (MJ/m²)",NA,NA
"toledo",NA,"control",NA,"269","2022","2022_06_07","fuego","mean_MLR","cistus_ladanifer",0.0779602485688813,"Mass Lost Rate (g/s)",NA,NA
"toledo",NA,"control",NA,"429","2022","2022_06_07","fuego","FMC","quercus_ilex",90.94,"Fuel Moisture Content (%)",NA,NA
"toledo",NA,"control",NA,"429","2022","2022_06_07","fuego","PHRR","quercus_ilex",141.783033230955,"Peak of Heat Release Rate (KW/m²)",NA,NA
"toledo",NA,"control",NA,"429","2022","2022_06_07","fuego","TTI","quercus_ilex",55,"Time to Ignition (s)",NA,NA
"toledo",NA,"control",NA,"429","2022","2022_06_07","fuego","mean_HRR","quercus_ilex",115.917630099501,"Heat Release Ratio (KW/m²)",NA,NA
"toledo",NA,"control",NA,"429","2022","2022_06_07","fuego","AEHC","quercus_ilex",6.23947407845845,"Average Effective Heat of Combustion (MJ/kg)",NA,NA
"toledo",NA,"control",NA,"429","2022","2022_06_07","fuego","THR","quercus_ilex",6.37546965547253,"Total Heat Release (MJ/m²)",NA,NA
"toledo",NA,"control",NA,"429","2022","2022_06_07","fuego","mean_MLR","quercus_ilex",0.186282518939394,"Mass Lost Rate (g/s)",NA,NA
