"site","treatment","species","sampling_unit","indice","valor"
"valencia","high","Quercus_ilex","valencia/high/Quercus_ilex/184QI","clorofila_delta",-1.636
"valencia","high","Quercus_ilex","valencia/high/Quercus_ilex/152QI","clorofila_delta",-13.18
"valencia","high","Quercus_ilex","valencia/high/Quercus_ilex/187QI","clorofila_delta",-8.984
"valencia","high","Quercus_ilex","valencia/high/Quercus_ilex/188QI","clorofila_delta",-3.747
"valencia","high","Cistus_albidus","valencia/high/Cistus_albidus/164CA","clorofila_delta",-17.796
"valencia","high","Quercus_ilex","valencia/high/Quercus_ilex/25QI","clorofila_delta",-2.495
"valencia","high","Quercus_ilex","valencia/high/Quercus_ilex/169QI","clorofila_delta",-17.53
"valencia","high","Quercus_ilex","valencia/high/Quercus_ilex/173QI","clorofila_delta",-9.472
"valencia","high","Quercus_ilex","valencia/high/Quercus_ilex/181QI","clorofila_delta",-1.647
"valencia","high","Quercus_ilex","valencia/high/Quercus_ilex/182QI","clorofila_delta",0.913000000000004
"valencia","high","Cistus_albidus","valencia/high/Cistus_albidus/264CA","clorofila_delta",-21.327
"valencia","high","Quercus_ilex","valencia/high/Quercus_ilex/185QI","clorofila_delta",7.133
"valencia","high","Quercus_ilex","valencia/high/Quercus_ilex/186QI","clorofila_delta",-12.362
"valencia","control_high","Cistus_albidus","valencia/control_high/Cistus_albidus/281CA","clorofila_delta",2.855
"valencia","control_high","Quercus_ilex","valencia/control_high/Quercus_ilex/284QI","clorofila_delta",2.423
"valencia","high","Cistus_albidus","valencia/high/Cistus_albidus/20CA","clorofila_delta",-24.318
"valencia","high","Quercus_ilex","valencia/high/Quercus_ilex/189QI","clorofila_delta",-5.46100000000001
"valencia","high","Quercus_ilex","valencia/high/Quercus_ilex/190QI","clorofila_delta",-2.441
"valencia","control_high","Quercus_ilex","valencia/control_high/Quercus_ilex/311QI","clorofila_delta",-3.42
"valencia","high","Cistus_albidus","valencia/high/Cistus_albidus/242CA","clorofila_delta",-10.612
"valencia","high","Cistus_albidus","valencia/high/Cistus_albidus/255CA","clorofila_delta",-20.344
"valencia","high","Cistus_albidus","valencia/high/Cistus_albidus/262CA","clorofila_delta",-17.084
"valencia","control_high","Cistus_albidus","valencia/control_high/Cistus_albidus/340CA","clorofila_delta",-6.603
"valencia","control_high","Cistus_albidus","valencia/control_high/Cistus_albidus/341CA","clorofila_delta",5.261
"valencia","control_high","Quercus_ilex","valencia/control_high/Quercus_ilex/278QI","clorofila_delta",-0.561
"valencia","control_high","Quercus_ilex","valencia/control_high/Quercus_ilex/332QI","clorofila_delta",0.987000000000002
"valencia","control_high","Quercus_ilex","valencia/control_high/Quercus_ilex/279QI","clorofila_delta",7.702
"valencia","control_high","Cistus_albidus","valencia/control_high/Cistus_albidus/366CA","clorofila_delta",-14.242
"valencia","control_high","Cistus_albidus","valencia/control_high/Cistus_albidus/382CA","clorofila_delta",-6.872
"valencia","control_high","Quercus_ilex","valencia/control_high/Quercus_ilex/294QI","clorofila_delta",-10.206
"valencia","control_high","Quercus_ilex","valencia/control_high/Quercus_ilex/308QI","clorofila_delta",-11.195
"valencia","control_high","Quercus_ilex","valencia/control_high/Quercus_ilex/325QI","clorofila_delta",-4.159
"valencia","hyper","Quercus_ilex","valencia/hyper/Quercus_ilex/400QI","clorofila_delta",-15.058
"valencia","hyper","Quercus_ilex","valencia/hyper/Quercus_ilex/401QI","clorofila_delta",-11.57
"valencia","control_high","Cistus_albidus","valencia/control_high/Cistus_albidus/339CA","clorofila_delta",-3.232
"valencia","control_hyper","Quercus_ilex","valencia/control_hyper/Quercus_ilex/670QI","clorofila_delta",-7.42
"valencia","control_high","Quercus_ilex","valencia/control_high/Quercus_ilex/335QI","clorofila_delta",-14.269
"valencia","hyper","Quercus_ilex","valencia/hyper/Quercus_ilex/491QI","clorofila_delta",-11.246
"valencia","hyper","Quercus_ilex","valencia/hyper/Quercus_ilex/474QI","clorofila_delta",5.869
"valencia","hyper","Cistus_albidus","valencia/hyper/Cistus_albidus/480CA","clorofila_delta",-9.27
"valencia","high","Cistus_albidus","valencia/high/Cistus_albidus/94CA","clorofila_delta",-15.466
"valencia","hyper","Cistus_albidus","valencia/hyper/Cistus_albidus/481CA","clorofila_delta",-19.133
"valencia","control_hyper","Quercus_ilex","valencia/control_hyper/Quercus_ilex/698QI","clorofila_delta",-7.418
"valencia","high","Cistus_albidus","valencia/high/Cistus_albidus/36CA","clorofila_delta",-20.865
"valencia","hyper","Quercus_ilex","valencia/hyper/Quercus_ilex/489QI","clorofila_delta",-14.627
"valencia","hyper","Quercus_ilex","valencia/hyper/Quercus_ilex/490QI","clorofila_delta",-15.97
"valencia","hyper","Quercus_ilex","valencia/hyper/Quercus_ilex/549QI","clorofila_delta",-6.966
"valencia","hyper","Cistus_albidus","valencia/hyper/Cistus_albidus/506CA","clorofila_delta",-18.171
"valencia","control_hyper","Quercus_ilex","valencia/control_hyper/Quercus_ilex/706QI","clorofila_delta",-7.825
"valencia","hyper","Quercus_ilex","valencia/hyper/Quercus_ilex/517QI","clorofila_delta",-15.326
"valencia","hyper","Quercus_ilex","valencia/hyper/Quercus_ilex/518QI","clorofila_delta",-9.232
"valencia","hyper","Quercus_ilex","valencia/hyper/Quercus_ilex/525QI","clorofila_delta",-9.072
"valencia","hyper","Quercus_ilex","valencia/hyper/Quercus_ilex/547QI","clorofila_delta",-11.102
"valencia","hyper","Quercus_ilex","valencia/hyper/Quercus_ilex/548QI","clorofila_delta",-6.99299999999999
"valencia","control_hyper","Cistus_albidus","valencia/control_hyper/Cistus_albidus/663CA","clorofila_delta",-1.74
"valencia","control_hyper","Quercus_ilex","valencia/control_hyper/Quercus_ilex/707QI","clorofila_delta",-9.044
"valencia","hyper","Quercus_ilex","valencia/hyper/Quercus_ilex/551QI","clorofila_delta",-15.368
"valencia","control_hyper","Quercus_ilex","valencia/control_hyper/Quercus_ilex/615QI","clorofila_delta",1.174
"valencia","control_hyper","Quercus_ilex","valencia/control_hyper/Quercus_ilex/645QI","clorofila_delta",-10.579
"valencia","control_hyper","Cistus_albidus","valencia/control_hyper/Cistus_albidus/717CA","clorofila_delta",-2.599
"valencia","control_hyper","Cistus_albidus","valencia/control_hyper/Cistus_albidus/664CA","clorofila_delta",-2.908
"valencia","control_hyper","Cistus_albidus","valencia/control_hyper/Cistus_albidus/665CA","clorofila_delta",-15.822
"valencia","control_hyper","Cistus_albidus","valencia/control_hyper/Cistus_albidus/716CA","clorofila_delta",-1.51
"valencia","control_hyper","Cistus_albidus","valencia/control_hyper/Cistus_albidus/696CA","clorofila_delta",0.338000000000001
"valencia","control_hyper","Cistus_albidus","valencia/control_hyper/Cistus_albidus/718CA","clorofila_delta",-3.559
"valencia","control_hyper","Cistus_albidus","valencia/control_hyper/Cistus_albidus/719CA","clorofila_delta",-11.833
"valencia","control_hyper","Quercus_ilex","valencia/control_hyper/Quercus_ilex/678QI","clorofila_delta",-8.175
"valencia","control_hyper","Cistus_albidus","valencia/control_hyper/Cistus_albidus/695CA","clorofila_delta",-5.936
"valencia","control_hyper","Quercus_ilex","valencia/control_hyper/Quercus_ilex/704QI","clorofila_delta",3.715
"valencia","control_hyper","Quercus_ilex","valencia/control_hyper/Quercus_ilex/705QI","clorofila_delta",-2.599
"valencia","control_hyper","Cistus_albidus","valencia/control_hyper/Cistus_albidus/708CA","clorofila_delta",-5.487
"valencia","control_hyper","Cistus_albidus","valencia/control_hyper/Cistus_albidus/709CA","clorofila_delta",-11.65
"valencia","control_hyper","Quercus_ilex","valencia/control_hyper/Quercus_ilex/667QI","clorofila_delta",-0.766999999999996
"valencia","control_hyper","Quercus_ilex","valencia/control_hyper/Quercus_ilex/671QI","clorofila_delta",-4.959
