"Cercado.x" "ID" "OLD_Chl" "OLD_Chl_sd" "OLD_Flav" "OLD_Flav_sd" "OLD_Anth" "OLD_Anth_sd" "OLD_NBI" "OLD_NBI_sd" "NEW_Chl" "NEW_Chl_sd" "NEW_Flav" "NEW_Flav_sd" "NEW_Anth" "NEW_Anth_sd" "NEW_NBI" "NEW_NBI_sd" "Year" "Full_ID" "Specie"
"456" "C" "420QIBIS" "27.518000000000001" "2.714" "2.1560000000000001" "0.14499999999999999" "0.441" "5.8000000000000003E-2" "12.79" "1.4359999999999999" 35.743 "2.7909999999999999" "2.0659999999999998" "3.7999999999999999E-2" "0.24299999999999999" "1.7999999999999999E-2" "17.303999999999998" "1.3520000000000001" "2024" "24_QM_C_420QIBIS" "QI"
"457" "C" "421QI" "30.109000000000002" "2.1659999999999999" "2.113" "4.8000000000000001E-2" "0.434" "3.7999999999999999E-2" "14.244999999999999" "0.88800000000000001" 32.387 "2.536" "2.0779999999999998" "8.0000000000000002E-3" "0.25600000000000001" "1.2E-2" "15.586" "1.224" "2024" "24_QM_C_421QI" "QI"
"458" "C" "422QI" "21.082999999999998" "3.8980000000000001" "2.1459999999999999" "5.8000000000000003E-2" "0.438" "7.8E-2" "9.8040000000000003" "1.659" 27.076 "1.5149999999999999" "2.1619999999999999" "0.05" "0.26700000000000002" "1.0999999999999999E-2" "12.523999999999999" "0.66800000000000004" "2024" "24_QM_C_422QI" "QI"
"459" "C" "423QI" "25.192" "4.3689999999999998" "2.1619999999999999" "2.4E-2" "0.45" "5.7000000000000002E-2" "11.641999999999999" "1.917" 32.529 "2.1560000000000001" "2.0979999999999999" "2.1999999999999999E-2" "0.23799999999999999" "1.0999999999999999E-2" "15.516" "1.1559999999999999" "2024" "24_QM_C_423QI" "QI"
"460" "C" "424QI" "18.41" "2.2450000000000001" "2.1110000000000002" "5.8000000000000003E-2" "0.49" "6.2E-2" "8.7149999999999999" "0.98399999999999999" 29.931 "3.1429999999999998" "2.089" "3.5999999999999997E-2" "0.26900000000000002" "0.03" "14.340999999999999" "1.5940000000000001" "2024" "24_QM_C_424QI" "QI"
"461" "C" "425QI" "27.021999999999998" "6.1859999999999999" "2.0779999999999998" "3.3000000000000002E-2" "0.44600000000000001" "5.8999999999999997E-2" "13.035" "3.1040000000000001" 33.442 "5.16" "2.101" "2.9000000000000001E-2" "0.253" "2.1999999999999999E-2" "15.935" "2.617" "2024" "24_QM_C_425QI" "QI"
"462" "C" "426QI" "28.994" "2.0819999999999999" "2.12" "4.1000000000000002E-2" "0.375" "2.9000000000000001E-2" "13.695" "1.238" 41.103 "2.0859999999999999" "2.0840000000000001" "1.2E-2" "0.22700000000000001" "1.6E-2" "19.728000000000002" "1.0369999999999999" "2024" "24_QM_C_426QI" "QI"
"463" "C" "427QI" "31.257999999999999" "2.1459999999999999" "2.0710000000000002" "0.08" "0.27300000000000002" "2.7E-2" "15.103999999999999" "1.107" 10.88 "9.3369999999999997" "1.6919999999999999" "0.28199999999999997" "0.30599999999999999" "1.6E-2" "5.5910000000000002" "3.9540000000000002" "2024" "24_QM_C_427QI" "QI"
"464" "C" "428QI" "30.425000000000001" "5.14" "2.105" "1.4999999999999999E-2" "0.25700000000000001" "3.3000000000000002E-2" "14.449" "2.427" 19.721 "4.7460000000000004" "2.0870000000000002" "0.18" "0.497" "7.6999999999999999E-2" "9.4930000000000003" "2.3969999999999998" "2024" "24_QM_C_428QI" "QI"
"465" "C" "429QI" "39.902999999999999" "5.694" "2.0099999999999998" "2.9000000000000001E-2" "0.27600000000000002" "2.5999999999999999E-2" "19.879000000000001" "3.0790000000000002" 35.601 "5.3680000000000003" "2.0110000000000001" "3.9E-2" "0.25900000000000001" "2.1999999999999999E-2" "17.731000000000002" "2.8620000000000001" "2024" "24_QM_C_429QI" "QI"
"466" "C" "430QI" "37.481999999999999" "8.6869999999999994" "1.9570000000000001" "0.107" "0.26800000000000002" "4.5999999999999999E-2" "19.103999999999999" "4.1859999999999999" 11.409 "4.2610000000000001" "2.16" "0.113" "0.56000000000000005" "8.5999999999999993E-2" "5.28" "1.988" "2024" "24_QM_C_430QI" "QI"
"467" "C" "431QI" "38.396000000000001" "13.510999999999999" "2.0459999999999998" "0.125" "0.24099999999999999" "4.5999999999999999E-2" "18.507000000000001" "5.8949999999999996" 28.451 "4.4219999999999997" "2.113" "0.107" "0.27700000000000002" "1.4999999999999999E-2" "13.446" "1.768" "2024" "24_QM_C_431QI" "QI"
"468" "C" "432CL" "23.59" "4.9859999999999998" "2.1120000000000001" "0.14299999999999999" "0.42599999999999999" "6.5000000000000002E-2" "11.324999999999999" "3.0760000000000001" 33.283 "2.5129999999999999" "1.9390000000000001" "4.2999999999999997E-2" "0.24399999999999999" "1.9E-2" "17.184000000000001" "1.5329999999999999" "2024" "24_QM_C_432CL" "CL"
"469" "C" "433CL" "25.077000000000002" "1.7310000000000001" "2.0979999999999999" "9.2999999999999999E-2" "0.33400000000000002" "3.5000000000000003E-2" "11.978999999999999" "1.1719999999999999" 35.41 "2.4510000000000001" "1.984" "8.4000000000000005E-2" "0.24399999999999999" "2.5999999999999999E-2" "17.888000000000002" "1.625" "2024" "24_QM_C_433CL" "CL"
"470" "C" "434CLBIS2" "33.182000000000002" "4.71" "2.2490000000000001" "7.0999999999999994E-2" "0.32800000000000001" "0.04" "14.73" "1.8680000000000001" 35.427 "2.97" "1.9530000000000001" "4.4999999999999998E-2" "0.26100000000000001" "1.2999999999999999E-2" "18.158999999999999" "1.6970000000000001" "2024" "24_QM_C_434CLBIS2" "CL"
"471" "C" "435CL" "26.873000000000001" "5.5839999999999996" "2.1680000000000001" "0.02" "0.503" "6.3E-2" "12.381" "2.4630000000000001" 38.898 "1.75" "1.974" "3.5999999999999997E-2" "0.26300000000000001" "1.7000000000000001E-2" "19.704999999999998" "0.95399999999999996" "2024" "24_QM_C_435CL" "CL"
"472" "A" "44CLBIS" "33.305999999999997" "4.2039999999999997" "2.0489999999999902" "0.14399999999999899" "0.309" "3.59999999999999E-2" "16.402000000000001" "3.2509999999999901" 33.039 "1.6779999999999999" "1.81099999999999" "3.4000000000000002E-2" "0.248" "1.6E-2" "18.248000000000001" "0.97799999999999898" "2024" "24_QM_A_44CLBIS" "CL"
"473" "A" "48CL" "25.667000000000002" "3.871" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" 26.389 "1.679" "1.8660000000000001" "2.4E-2" "0.29699999999999899" "0.02" "14.143000000000001" "0.85799999999999899" "2024" "24_QM_A_48CL" "CL"
"474" "A" "52CLBIS" "20.064" "3.6829999999999998" "2.0720000000000001" "5.5E-2" "0.54800000000000004" "9.1999999999999901E-2" "9.702" "1.865" 30.716 "1.034" "1.863" "6.2E-2" "0.26200000000000001" "8.9999999999999906E-3" "16.515999999999899" "1.0820000000000001" "2024" "24_QM_A_52CLBIS" "CL"
"475" "A" "53CL" "29.65" "2.694" "2.2069999999999901" "7.1999999999999897E-2" "0.377" "4.9000000000000002E-2" "13.4209999999999" "0.91300000000000003" 31.866 "1.7769999999999999" "1.881" "2.4E-2" "0.25600000000000001" "1.2999999999999901E-2" "16.948" "1.0920000000000001" "2024" "24_QM_A_53CL" "CL"
"476" "A" "58CLBIS" "33.344999999999999" "3.754" "2.0590000000000002" "3.9E-2" "0.36" "2.5999999999999902E-2" "16.22" "2.13099999999999" 36.046 "1.819" "1.88" "3.4000000000000002E-2" "0.249" "8.0000000000000002E-3" "19.183" "1.0289999999999899" "2024" "24_QM_A_58CLBIS" "CL"
"477" "A" "59CL" "27.228999999999999" "3.2890000000000001" "2.077" "8.5999999999999896E-2" "0.41499999999999898" "2.5999999999999902E-2" "13.141" "1.77" 38.345 "5.8079999999999998" "1.8320000000000001" "2.4E-2" "0.247" "1.7999999999999901E-2" "20.951000000000001" "3.3239999999999901" "2024" "24_QM_A_59CL" "CL"
"478" "A" "5CLBIS" "17.952000000000002" "2.2839999999999998" "2.0190000000000001" "0.17100000000000001" "0.45700000000000002" "6.6000000000000003E-2" "9" "1.94199999999999" 30.518 "0.995" "1.9390000000000001" "0.20300000000000001" "NaN" "NaN" "15.8829999999999" "1.6539999999999899" "2024" "24_QM_A_5CLBIS" "CL"
"479" "A" "64CLBIS" "22.681999999999999" "1.5249999999999999" "2.0739999999999901" "0.16200000000000001" "0.56299999999999895" "8.2000000000000003E-2" "10.991" "1.323" 34.662 "4.2670000000000003" "1.901" "9.09999999999999E-2" "0.25900000000000001" "1.9E-2" "18.227" "2.024" "2024" "24_QM_A_64CLBIS" "CL"
"480" "A" "65QI" "41.258000000000003" "3.722" "2" "0.04" "0.20699999999999899" "1.4999999999999901E-2" "20.643000000000001" "2.0329999999999901" 12.225 "2.9710000000000001" "2.004" "6.7000000000000004E-2" "0.54300000000000004" "7.3999999999999899E-2" "6.0970000000000004" "1.427" "2024" "24_QM_A_65QI" "QI"
"481" "A" "66CL" "33.21" "3.3159999999999998" "2.085" "4.8000000000000001E-2" "0.38400000000000001" "6.4000000000000001E-2" "16.242999999999899" "2.1579999999999901" 38.429 "1.9119999999999999" "1.8740000000000001" "1.4999999999999901E-2" "0.224" "2E-3" "20.5109999999999" "1.095" "2024" "24_QM_A_66CL" "CL"
"482" "A" "67QI" "31.788" "1.2709999999999999" "2" "4.5999999999999902E-2" "0.23599999999999899" "1.4999999999999901E-2" "15.894" "0.66800000000000004" NA NA NA NA NA NA NA NA "2024" "24_QM_A_67QI" "QI"
"483" "A" "69CL" "20.067" "2.84" "1.9930000000000001" "0.14899999999999899" "0.42499999999999899" "3.1E-2" "10.112" "1.6419999999999899" 26.238 "2.7919999999999998" "1.841" "2.5999999999999902E-2" "0.30499999999999899" "1.9E-2" "14.2579999999999" "1.573" "2024" "24_QM_A_69CL" "CL"
"484" "A" "76QI" NA NA NA NA NA NA NA NA 34.641 "5.1420000000000003" "1.988" "5.8000000000000003E-2" "0.23" "2.5000000000000001E-2" "17.3889999999999" "2.1859999999999902" "2024" "24_QM_A_76QI" "QI"
"485" "A" "82QI" "29.327000000000002" "0.73" "1.9370000000000001" "1.9E-2" "0.249" "1.7999999999999901E-2" "15.14" "0.44800000000000001" 16.406 "0.65600000000000003" "1.867" "7.6999999999999902E-2" "0.378" "3.2000000000000001E-2" "8.7880000000000003" "0.21199999999999899" "2024" "24_QM_A_82QI" "QI"
"486" "A" "97QI" "29.199000000000002" "4.3319999999999999" "1.915" "0.14599999999999899" "0.28499999999999898" "4.7E-2" "15.471" "3.6160000000000001" 13.488 "3.5990000000000002" "1.9350000000000001" "0.13700000000000001" "0.47599999999999898" "5.2999999999999901E-2" "6.9210000000000003" "1.37" "2024" "24_QM_A_97QI" "QI"
