"site","habitat","treatment","year","sampling_unit","author_code","Riqueza","Shannon","Simpson","Abundancia"
"valencia","scrub","high",2022,"pf1_M dB-T4 pf1 23-28/6/2022","M dB-T4 pf1 23-28/6/2022",3,2.33657354148564,1.97560975609756,9
"valencia","scrub","high",2022,"pf2_M dB-T1 pf2 23-28/6/2022","M dB-T1 pf2 23-28/6/2022",8,6.0283680131674,4.97927461139896,31
"valencia","scrub","high",2022,"pf2_M dB-T2 pf2 23-28/6/2022","M dB-T2 pf2 23-28/6/2022",3,3,3,3
"valencia","scrub","high",2022,"pf2_M dB-T3 pf2 23-28/6/2022","M dB-T3 pf2 23-28/6/2022",6,3.17101968523142,2.42214912280702,94
"valencia","scrub","high",2022,"pf2_M dB-T4 pf2 23-28/6/2022","M dB-T4 pf2 23-28/6/2022",5,3.81563506933327,3.21311475409836,28
"valencia","scrub","high",2022,"pf3_M dB-T1 pf3 23-28/6/2022","M dB-T1 pf3 23-28/6/2022",8,5.96547793889798,5.02758620689655,27
"valencia","scrub","high",2022,"pf3_M dB-T2 pf3 23-28/6/2022","M dB-T2 pf3 23-28/6/2022",7,4.3251219873747,3.3906976744186,27
"valencia","scrub","high",2022,"pf3_M dB-T3 pf3 23-28/6/2022","M dB-T3 pf3 23-28/6/2022",8,4.10605610524079,3.16946959896507,70
"valencia","scrub","high",2022,"pf3_M dB-T4 pf3 23-28/6/2022","M dB-T4 pf3 23-28/6/2022",5,3.45491797910712,2.97523219814242,31
"valencia","scrub","hyper",2021,"pf1_M-dA-T T1 pf1 23-28.vi.21","M-dA-T T1 pf1 23-28.vi.21",5,3.06159944712203,2.46153846153846,32
"valencia","scrub","hyper",2021,"pf1_M-dA-T T2 pf1 23-28.vi.21","M-dA-T T2 pf1 23-28.vi.21",5,4.71065067421325,4.45454545454546,7
"valencia","scrub","hyper",2021,"pf1_M-dA-T T3 pf1 23-28.vi.21","M-dA-T T3 pf1 23-28.vi.21",5,2.86328700570109,2.27297297297297,58
"valencia","scrub","hyper",2021,"pf1_M-dA-T T4 pf1 23-28.vi.21","M-dA-T T4 pf1 23-28.vi.21",5,3.84546774543399,3.28934010152284,36
"valencia","scrub","hyper",2021,"pf2_M-dA-T T1 pf2 23-28.vi.21","M-dA-T T1 pf2 23-28.vi.21",6,2.47224853434622,1.73758865248227,35
"valencia","scrub","hyper",2021,"pf2_M-dA-T T2 pf2 23-28.vi.21","M-dA-T T2 pf2 23-28.vi.21",7,4.13937123969189,2.97356828193833,45
"valencia","scrub","hyper",2021,"pf2_M-dA-T T3 pf2 23-28.vi.21","M-dA-T T3 pf2 23-28.vi.21",7,4.55397117104704,3.6231884057971,50
"valencia","scrub","hyper",2021,"pf2_M-dA-T T4 pf2 23-28.vi.21","M-dA-T T4 pf2 23-28.vi.21",3,2.82842712474619,2.66666666666667,16
"valencia","scrub","hyper",2021,"pf3_M-dA-T T1 pf3 23-28.vi.21","M-dA-T T1 pf3 23-28.vi.21",5,2.36190622862711,1.73302635446262,133
"valencia","scrub","hyper",2021,"pf3_M-dA-T T2 pf3 23-28.vi.21","M-dA-T T2 pf3 23-28.vi.21",4,3.789291416276,3.57142857142857,5
"valencia","scrub","hyper",2021,"pf3_M-dA-T T3 pf3 23-28.vi.21","M-dA-T T3 pf3 23-28.vi.21",5,3.24567302852874,2.60586319218241,40
"valencia","scrub","hyper",2021,"pf3_M-dA-T T4 pf3 23-28.vi.21","M-dA-T T4 pf3 23-28.vi.21",4,3.43887592340219,3.16901408450704,15
"valencia","scrub","hyper",2022,"pf1_M dA T1 pf1 23-28/6/2022","M dA T1 pf1 23-28/6/2022",7,5.14747572745552,4.16666666666667,20
"valencia","scrub","hyper",2022,"pf1_M dA T2 pf1 23-28/6/2022","M dA T2 pf1 23-28/6/2022",5,3.30888975350658,2.65137614678899,17
"valencia","scrub","hyper",2022,"pf1_M dA T3 pf1 23-28/6/2022","M dA T3 pf1 23-28/6/2022",6,2.02516419795401,1.4525521838274,91
"valencia","scrub","hyper",2022,"pf1_M dA T4 pf1 23-28/6/2022","M dA T4 pf1 23-28/6/2022",10,5.13137295121176,3.18725099601594,40
"valencia","scrub","hyper",2022,"pf2_M dA T1 pf2 23-28/6/2022","M dA T1 pf2 23-28/6/2022",9,4.86259918856998,3.10344827586207,30
"valencia","scrub","hyper",2022,"pf2_M dA T2 pf2 23-28/6/2022","M dA T2 pf2 23-28/6/2022",7,3.9622174546674,3.15562403697997,64
"valencia","scrub","hyper",2022,"pf2_M dA T3 pf2 23-28/6/2022","M dA T3 pf2 23-28/6/2022",6,4.80696168934224,4.2,21
"valencia","scrub","hyper",2022,"pf2_M dA T4 pf2 23-28/6/2022","M dA T4 pf2 23-28/6/2022",5,4.19023598351927,3.76923076923077,14
"valencia","scrub","hyper",2022,"pf3_M dA T1 pf3 23-28/6/2022","M dA T1 pf3 23-28/6/2022",6,5.50449344237998,5.21529175050302,72
"valencia","scrub","hyper",2022,"pf3_M dA T2 pf3 23-28/6/2022","M dA T2 pf3 23-28/6/2022",6,2.54804992082013,1.76086956521739,54
"valencia","scrub","hyper",2022,"pf3_M dA T3 pf3 23-28/6/2022","M dA T3 pf3 23-28/6/2022",8,5.37709159860533,4.18407960199005,29
"valencia","scrub","hyper",2022,"pf3_M dA T4 pf3 23-28/6/2022","M dA T4 pf3 23-28/6/2022",8,5.79234222941699,4.3134328358209,17
