"site","habitat","treatment","sampling_unit","indice","valor"
"toledo",NA,"high","T98_P3","delta_braycurtis",0.414634146341463
"toledo",NA,"high","T98_P4","delta_braycurtis",0.213793103448276
"toledo",NA,"high","T98_P5","delta_braycurtis",0.473684210526316
"toledo",NA,"high","T98_P6","delta_braycurtis",0.276995305164319
"toledo",NA,"high","T98_P7","delta_braycurtis",0.491329479768786
"toledo",NA,"high","T98_P8","delta_braycurtis",0.814262023217247
"toledo",NA,"high","T98_P9","delta_braycurtis",0.281045751633987
"toledo",NA,"hyper","T16_P1","delta_braycurtis",0.325102880658436
"toledo",NA,"hyper","T16_P2","delta_braycurtis",0.216374269005848
"toledo",NA,"hyper","T16_P3","delta_braycurtis",0.3671875
"toledo",NA,"hyper","T66_P1","delta_braycurtis",0.524079320113314
"toledo",NA,"hyper","T66_P2","delta_braycurtis",0.565217391304348
"toledo",NA,"hyper","T66_P3","delta_braycurtis",0.461538461538462
"toledo",NA,"hyper","T99_P1","delta_braycurtis",0.335849056603774
"toledo",NA,"hyper","T99_P10","delta_braycurtis",0.37888198757764
"toledo",NA,"hyper","T99_P11","delta_braycurtis",0.494186046511628
"toledo",NA,"hyper","T99_P12","delta_braycurtis",0.211581291759465
"toledo",NA,"hyper","T99_P2","delta_braycurtis",0.551601423487544
"toledo",NA,"hyper","T99_P3","delta_braycurtis",0.26890756302521
"toledo",NA,"hyper","T99_P4","delta_braycurtis",0.29368029739777
"toledo",NA,"hyper","T99_P5","delta_braycurtis",0.209459459459459
"toledo",NA,"hyper","T99_P6","delta_braycurtis",0.450819672131148
"toledo",NA,"hyper","T99_P7","delta_braycurtis",0.33953488372093
"toledo",NA,"hyper","T99_P8","delta_braycurtis",0.222011385199241
"toledo",NA,"hyper","T99_P9","delta_braycurtis",0.0805687203791469
"valencia",NA,"controlhigh","T1_P1","delta_braycurtis",0.309782608695652
"valencia",NA,"controlhigh","T1_P2","delta_braycurtis",0.5
"valencia",NA,"controlhigh","T1_P3","delta_braycurtis",0.467625899280576
"valencia",NA,"controlhigh","T2_P1","delta_braycurtis",0.401639344262295
"valencia",NA,"controlhigh","T2_P2","delta_braycurtis",0.298701298701299
"valencia",NA,"controlhigh","T2_P3","delta_braycurtis",0.359223300970874
"valencia",NA,"controlhigh","T3_P1","delta_braycurtis",0.335570469798658
"valencia",NA,"controlhigh","T3_P2","delta_braycurtis",0.278145695364238
"valencia",NA,"controlhigh","T3_P3","delta_braycurtis",0.344262295081967
"valencia",NA,"controlhigh","T4_P1","delta_braycurtis",0.156363636363636
"valencia",NA,"controlhigh","T4_P2","delta_braycurtis",0.344660194174757
"valencia",NA,"controlhigh","T4_P3","delta_braycurtis",0.509803921568627
"valencia",NA,"controlhyper","T1_P1","delta_braycurtis",0.66079295154185
"valencia",NA,"controlhyper","T1_P2","delta_braycurtis",0.373626373626374
"valencia",NA,"controlhyper","T1_P3","delta_braycurtis",0.143939393939394
"valencia",NA,"controlhyper","T2_P1","delta_braycurtis",0.203463203463203
"valencia",NA,"controlhyper","T2_P2","delta_braycurtis",0.5
"valencia",NA,"controlhyper","T2_P3","delta_braycurtis",0.306273062730627
"valencia",NA,"controlhyper","T3_P1","delta_braycurtis",0.136986301369863
"valencia",NA,"controlhyper","T3_P2","delta_braycurtis",0.484444444444444
"valencia",NA,"controlhyper","T3_P3","delta_braycurtis",0.148936170212766
"valencia",NA,"controlhyper","T4_P1","delta_braycurtis",0.528384279475983
"valencia",NA,"controlhyper","T4_P2","delta_braycurtis",0.351464435146443
"valencia",NA,"controlhyper","T4_P3","delta_braycurtis",0.384030418250951
"valencia",NA,"high","T1_P1","delta_braycurtis",0.448071216617211
"valencia",NA,"high","T1_P2","delta_braycurtis",0.238372093023256
"valencia",NA,"high","T1_P3","delta_braycurtis",0.413265306122449
"valencia",NA,"high","T2_P1","delta_braycurtis",0.430962343096234
"valencia",NA,"high","T2_P2","delta_braycurtis",0.66530612244898
"valencia",NA,"high","T2_P3","delta_braycurtis",0.382899628252788
"valencia",NA,"high","T3_P1","delta_braycurtis",0.369491525423729
"valencia",NA,"high","T3_P2","delta_braycurtis",0.292307692307692
"valencia",NA,"high","T3_P3","delta_braycurtis",0.204545454545455
"valencia",NA,"high","T4_P1","delta_braycurtis",0.691699604743083
"valencia",NA,"high","T4_P2","delta_braycurtis",0.326829268292683
"valencia",NA,"high","T4_P3","delta_braycurtis",0.732441471571906
"valencia",NA,"hyper","T1_P1","delta_braycurtis",0.247706422018349
"valencia",NA,"hyper","T1_P2","delta_braycurtis",0.438127090301003
"valencia",NA,"hyper","T1_P3","delta_braycurtis",0.4296875
"valencia",NA,"hyper","T2_P1","delta_braycurtis",0.246376811594203
"valencia",NA,"hyper","T2_P2","delta_braycurtis",0.395189003436426
"valencia",NA,"hyper","T2_P3","delta_braycurtis",0.746192893401015
"valencia",NA,"hyper","T3_P1","delta_braycurtis",0.361344537815126
"valencia",NA,"hyper","T3_P2","delta_braycurtis",0.330396475770925
"valencia",NA,"hyper","T3_P3","delta_braycurtis",0.576923076923077
"valencia",NA,"hyper","T4_P1","delta_braycurtis",0.223628691983122
"valencia",NA,"hyper","T4_P2","delta_braycurtis",0.202702702702703
"valencia",NA,"hyper","T4_P3","delta_braycurtis",0.268041237113402
