"site","habitat","treatment","sampling_unit","indice","valor"
"toledo","forest","high","T14_2","delta_abundancia",-5
"toledo","forest","high","T14_2","delta_riqueza",-4
"toledo","forest","high","T14_2","delta_shannon",-3.789291416276
"toledo","forest","high","T14_2","delta_simpson",-3.57142857142857
"toledo","forest","high","T14_3","delta_abundancia",8
"toledo","forest","high","T14_3","delta_riqueza",2
"toledo","forest","high","T14_3","delta_shannon",1.34115281760506
"toledo","forest","high","T14_3","delta_simpson",0.903225806451613
"toledo","forest","high","T15_1","delta_abundancia",-37
"toledo","forest","high","T15_1","delta_riqueza",1
"toledo","forest","high","T15_1","delta_shannon",2.87682960481555
"toledo","forest","high","T15_1","delta_simpson",1.85259880654307
"toledo","forest","high","T15_2","delta_abundancia",4
"toledo","forest","high","T15_2","delta_riqueza",2
"toledo","forest","high","T15_2","delta_shannon",2.9952186431058
"toledo","forest","high","T15_2","delta_simpson",2.96474358974359
"toledo","forest","high","T15_3","delta_abundancia",10
"toledo","forest","high","T15_3","delta_riqueza",2
"toledo","forest","high","T15_3","delta_shannon",0.417724779748787
"toledo","forest","high","T15_3","delta_simpson",-0.267353032773371
"toledo","forest","hyper","T16_1","delta_abundancia",4
"toledo","forest","hyper","T16_1","delta_riqueza",1
"toledo","forest","hyper","T16_1","delta_shannon",0.649384888466118
"toledo","forest","hyper","T16_1","delta_simpson",0.470588235294117
"toledo","forest","hyper","T16_2","delta_abundancia",0
"toledo","forest","hyper","T16_2","delta_riqueza",0
"toledo","forest","hyper","T16_2","delta_shannon",0
"toledo","forest","hyper","T16_2","delta_simpson",0
"toledo","forest","hyper","T16_3","delta_abundancia",-1
"toledo","forest","hyper","T16_3","delta_riqueza",0
"toledo","forest","hyper","T16_3","delta_shannon",-0.249775928438977
"toledo","forest","hyper","T16_3","delta_simpson",-0.305039787798409
"toledo","forest","hyper","T17_1","delta_abundancia",-12
"toledo","forest","hyper","T17_1","delta_riqueza",5
"toledo","forest","hyper","T17_1","delta_shannon",5.54291503215322
